Date,title,description,url,publishedAt,source,sentiment,relevance
2024-01-29,COMPLIOLOGY to Exhibit at MSP EXPO Florida 2024,"Compliology to showcase compliance and data security platform February 13-15, 2024 at the Communications and Digital Transformation Event of the Year",https://www.prnewswire.com/news-releases/compliology-to-exhibit-at-msp-expo-florida-2024-302046006.html,2024-01-29 14:15:00,PR Newswire,0.418338,0.0
2024-01-29,"AI, Biotech, Energy Sectors Expect M&A Revival For 2024 - Apple  ( NASDAQ:AAPL ) , Amazon.com  ( NASDAQ:AMZN ) ","Markets are primed for a revival in mergers and acquisitions ( M&A ) in 2024 following the worst performance in almost a decade for deal-making in 2023. Equity and M&A experts believe that, after a year beset by volatile markets and rising interest rates, 2024 offers improving conditions for ...",https://www.benzinga.com/analyst-ratings/analyst-color/24/01/36824293/ai-biotech-energy-sectors-expect-m-a-revival-for-2024,2024-01-29 14:02:53,Benzinga,0.209567,0.0
2024-01-29,"Relativity Announces Expansions to Relativity aiR, its Suite of Generative AI Solutions, at Legalweek 2024","CHICAGO, Jan. 29, 2024 /CNW/ -- Relativity, a global legal technology company, kicks off Legalweek 2024 announcing the limited availability launch of Relativity aiR for Review and shares plans to add products to Relativity aiR addressing use cases such as privilege review and case strategy.",https://www.newswire.ca/news-releases/relativity-announces-expansions-to-relativity-air-its-suite-of-generative-ai-solutions-at-legalweek-2024-892797623.html,2024-01-29 14:00:00,Canada Newswire,0.381111,0.0
2024-01-29,"Nvidia, Microsoft, Alphabet, Meta Platforms and Amazon are part of Zacks Earnings Preview","Nvidia, Microsoft, Alphabet, Meta Platforms and Amazon are highlights of Zacks Earnings Preview article.",https://www.zacks.com/stock/news/2216939/nvidia-microsoft-alphabet-meta-platforms-and-amazon-are-part-of-zacks-earnings-preview,2024-01-29 13:45:00,Zacks Commentary,0.152641,0.0
2024-01-29,AV-Comparatives Names Consumer Product of The Year in Summary Report 2023 - Canada NewsWire,AV-Comparatives Names Consumer Product of The Year in Summary Report 2023 Canada ...,https://www.newswire.ca/news-releases/av-comparatives-names-consumer-product-of-the-year-in-summary-report-2023-801583713.html,2024-01-29 13:31:00,Canada Newswire,0.444314,0.0
2024-01-29,3 Stocks That Could Be Surprise Artificial Intelligence  ( AI )  Winners in 2024,"As the trend shifts from training AI to using AI, these three companies could take center stage.",https://www.fool.com/investing/2024/01/29/3-stocks-that-could-be-surprise-artificial-intelli/,2024-01-29 13:29:00,Motley Fool,0.246582,0.0
2024-01-29,"Microsoft earnings are on deck, and the whole software sector is riding on them",It's almost time for investors to find out more about the next leg of Microsoft's AI growth.,https://www.marketwatch.com/story/microsoft-earnings-are-on-deck-and-the-whole-software-sector-is-riding-on-them-5b126599,2024-01-29 13:26:00,MarketWatch,0.239245,0.0
2024-01-29,5 U.S. Corporate Giants to Buy on Solid Economic Data,"We have narrowed our search to five U.S. corporate giants that have strong potential for 2024. These are: NFLX, PGR, BK, ANET, REGN.",https://www.zacks.com/stock/news/2216913/5-us-corporate-giants-to-buy-on-solid-economic-data,2024-01-29 13:22:00,Zacks Commentary,0.270142,0.0
2024-01-29,"Microsoft Set To Leapfrog Apple In Market Value In The Next Five Years, Investors Predict - Microsoft  ( NASDAQ:MSFT ) , Apple  ( NASDAQ:AAPL ) ","In a recent development, 13 institutional investors have unanimously predicted that Microsoft Corp. MSFT will outpace Apple Inc. AAPL in terms of stock market value over the next five years.",https://www.benzinga.com/analyst-ratings/analyst-color/24/01/36823012/microsoft-set-to-leapfrog-apple-in-market-value-in-the-next-five-years-investors-pr,2024-01-29 13:10:08,Benzinga,0.25224,0.0
2024-01-29,The Vision Pro needs apps. Now is not a good time for Apple to be at odds with developers.,Vision Pro needs apps. But Apple seems to be at odds with developers. - Business Insider ...,https://www.businessinsider.com/vision-pro-needs-apps-but-apple-seems-to-be-at-odds-with-developers-2024-1,2024-01-29 14:42:00,Business Insider,0.175952,0.0
2024-01-29,What to expect when tech behemoth Apple reports quarterly earnings this week,"The Investing Club holds its ""Morning Meeting"" every weekday at 10:20 a.m. ET.",https://www.cnbc.com/2024/01/29/what-to-expect-when-apple-reports-quarterly-earnings-this-week-.html,2024-01-29 16:41:37,CNBC,0.160764,0.0
2024-01-29,"It's Jobs Week Already? Plus Q4 Reports from MSFT, GOOGL, AAPL, AMZN","This week starts slow, but we'll end it with a full-fledged Jobs Week for February. Plus more than half the Magnificent 7 reports earnings.",https://www.zacks.com/stock/news/2217145/its-jobs-week-already-plus-q4-reports-from-msft-googl-aapl-amzn,2024-01-29 14:45:00,Zacks Commentary,0.047253,0.0
2024-01-29,Key To The Market Is Biden's Response To Killing Of U.S. Soldiers - Optimism Over Tech Earnings - Advanced Micro Devices  ( NASDAQ:AMD ) ,"To gain an edge, this is what you need to know today. Please see the chart above of Light Sweet Crude Oil futures ( CL_F ) . Advanced Micro Devices, Inc. AMD, Alphabet Inc Class C GOOG, and Microsoft Corp MSFT report on Tuesday. Apple Inc AAPL, Amazon.com, Inc.",https://www.benzinga.com/markets/24/01/36828632/key-to-the-market-is-bidens-response-to-killing-of-u-s-soldiers-optimism-over-tech-earnings,2024-01-29 16:49:25,Benzinga,0.23623,0.0
2024-01-29,Microsoft is set to kick off the 'Superbowl' of tech earnings this week. Here's the key metric from the tech giant investors should watch for.,Microsoft Earnings: Here's the Key Metric to Watch in 'Superbowl' of Tech - Markets Insider ...,https://markets.businessinsider.com/news/stocks/microsoft-earnings-preview-artificial-intelligence-ai-q4-azure-tech-stocks-2024-1,2024-01-29 16:46:00,Business Insider,0.108409,0.0
2024-01-29,"Microsoft Q2 Earnings Preview: Artificial Intelligence, Gaming, More Key Items To Watch - Microsoft  ( NASDAQ:MSFT ) ","Technology giant Microsoft Corp MSFT reports second-quarter financial results after market close on Tuesday, Jan. 30. Here's a look at the key earnings estimates, what analyst are saying and key items for investors to watch.",https://www.benzinga.com/analyst-ratings/analyst-color/24/01/36836226/microsoft-q2-earnings-preview-artificial-intelligence-gaming-more-key-items-to-watc,2024-01-29 22:39:31,Benzinga,0.185419,0.0
2024-01-29,"Salesforce, AMD, other non-Nvidia Big Tech stocks to watch as AI goes mainstream",Six companies that can profit from AI's wider use.,https://www.marketwatch.com/story/salesforce-amd-and-other-big-tech-stocks-not-named-nvidia-that-look-smart-as-ai-goes-mainstream-a1a18140,2024-01-29 22:28:00,MarketWatch,0.406681,0.0
2024-01-29,"The Fed may be 'patient' in cutting rates, says portfolio manager at Morgan Stanley","The U.S. stock market is facing a tougher climb in 2024, even as investors expect the Federal Reserve will cut interest rates this year, according to Morgan Stanley's Andrew Slimmon.",https://www.marketwatch.com/story/the-fed-may-be-patient-in-cutting-rates-says-portfolio-manager-at-morgan-stanley-24fe6141,2024-01-29 21:58:00,MarketWatch,0.077201,0.0
2024-01-29,Futures: Fed Meeting On Deck; AI Leader Surges Late,Dow Jones Futures: Fed Meeting On Deck. AI Stock Supermicro Surges On Earnings Beat Investor's Business Daily ...,https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-fed-meeting-on-deck-ai-stock-supermicro-surges-on-earnings-beat/,2024-01-29 21:54:00,Investors Business Daily,0.191332,0.0
2024-01-29,"Stock Market Today: Stocks Rise Ahead of Fed Meeting, Big Tech Earnings","Stocks rose Monday as investors looked ahead to a week full of potential fireworks. These highly anticipated events include the next Federal Reserve meeting, a heavy batch of Big Tech earnings and the January jobs report.",https://www.kiplinger.com/investing/stocks/stock-market-today-stocks-rise-ahead-of-fed-meeting-big-tech-earnings,2024-01-29 21:10:42,Kiplinger,0.126382,0.0
2024-01-29,US stocks extend rally to close at fresh records ahead of mega-cap earnings,Stock Market News Today: Record Highs for S&P 500 Ahead of Q4 Earnings - Markets Insider ...,https://markets.businessinsider.com/news/stocks/stock-market-news-today-record-highs-sp500-q4-tech-earnings-2024-1,2024-01-29 21:07:00,Business Insider,0.060361,0.0
2024-01-29,These 4 software stocks are 'underloved.' Here's what could get them roaring.,"Evercore ISI analyst Kirk Materne wonders if ""going against the grain"" could help investors given ""largely bullish"" software sentiment.",https://www.marketwatch.com/story/these-4-software-stocks-are-underloved-heres-what-could-get-them-roaring-2e1810c5,2024-01-29 20:45:00,MarketWatch,0.187708,0.0
2024-01-29,Kevin O'Leary Says He Wants To Be Buried With His Watch Collection When He Dies - 'All Of These Watches Are Coming Into My Coffin. I'm Like The Pharaoh Of Time',"Kevin O'Leary, also known as Mr. Wonderful on ""Shark Tank,"" is not only a famed investor but also a passionate watch collector. In a November 2023 interview with GQ, O'Leary shared his deep attachment to his watch collection and his unique approach to collecting.",https://www.benzinga.com/general/24/01/36831630/kevin-oleary-says-he-wants-to-be-buried-with-his-watch-collection-when-he-dies-all-of-these-watches,2024-01-29 19:30:10,Benzinga,0.284433,0.0
2024-01-29,"Stocks look 'highly vulnerable' and the economy is likely to enter a year-long recession, a 30-year market veteran says",Stock Market Crash: Bear Market and Year-Long Recession to Hit US - Markets Insider ...,https://markets.businessinsider.com/news/stocks/stock-market-outlook-economy-recession-bear-market-earnings-tech-bubble-2024-1,2024-01-29 19:23:00,Business Insider,-0.14268,0.0
2024-01-29,"Cathie Wood Likes UiPath, IBD Stock Of The Day, As AI Play. But Some Analysts See Microsoft Risk.",UiPath ( PATH ) is the IBD Stock of the Day as the maker of back-office automation software forges an early entry point for aggressive investors. Bulls and bears on UiPath stock clash over the impact of generative artificial intelligence and Microsoft's new products on the company's growth ...,https://www.investors.com/research/ibd-stock-of-the-day/uipath-stock-cathie-wood-likes-it-as-ai-play-but-some-analysts-see-microsoft-risk/,2024-01-29 19:08:00,Investors Business Daily,0.196444,0.0
2024-01-29,"Blizzard Appoints Johanna Faries, Former 'Call of Duty' And NFL Executive, As President - Microsoft  ( NASDAQ:MSFT ) ","Blizzard Entertainment, the video-game development studio acquired by Microsoft Corp. MSFT for $69 billion, appointed Johanna Faries as its new president, succeeding Mike Ybarra. Faries, previously the general manager for the Call of Duty franchise at Activision, will take on the role starting ...",https://www.benzinga.com/general/gaming/24/01/36832601/blizzard-appoints-former-call-of-duty-and-nfl-executive-as-president,2024-01-29 20:57:20,Benzinga,0.230535,0.0
2024-01-29,Former Microsoft CEO Steve Ballmer is passionate about having toilets in his $2 billion arena,"It's all thanks to former Microsoft CEO/team owner Steve Ballmer and his obsession with toilets. The Intuit Dome is set to open later this year and it'll host the NBA All-Star Game in 2026, ESPN reported. Ballmer told Bloomberg that he's footing the over $2 billion bill to build the most ...",https://africa.businessinsider.com/sports/former-microsoft-ceo-steve-ballmer-is-passionate-about-having-toilets-in-his-dollar2/27sself,2024-01-29 16:54:11,Business Insider,0.112172,0.0
2024-01-29,"US Stocks Rise At Week's Start, Tesla Rebounds, SoFi, Lucid Shine: What's Driving Markets Monday? - Apple  ( NASDAQ:AAPL ) ","Wall Street witnessed slight gains at midday on Monday, with investors eagerly awaiting a series of critical earnings reports, the Federal Reserve's meeting on Wednesday and the much-anticipated job market report this Friday. This week's significant tech earnings include reports from Microsoft ...",https://www.benzinga.com/analyst-ratings/analyst-color/24/01/36831122/us-stocks-rise-at-weeks-start-tesla-rebounds-sofi-lucid-shine-whats-driving-markets,2024-01-29 18:57:41,Benzinga,0.215316,0.0
2024-01-29,"Alphabet's advertising and stock are on a roll, but antitrust worries linger","A rebound in advertising sales, growing optimism in Google's generative-AI plans and the routine shedding of workers in the past several weeks have analysts and investors in buoyant spirits.",https://www.marketwatch.com/story/alphabets-advertising-and-stock-are-on-a-roll-but-antitrust-worries-linger-550fbedc,2024-01-29 18:52:00,MarketWatch,0.165865,0.0
2024-01-29,"Momentum Monday: FOMC, Big-Tech Earnings, and QRA",Want to start the week ahead of the pack? Check out Momentum Mondays ...,https://www.zacks.com/stock/news/2217413/momentum-monday-fomc-big-tech-earnings-and-qra,2024-01-29 18:41:00,Zacks Commentary,0.144059,0.0
2024-01-29,Beyond iPhone: Experts grapple with Apples' future in our AI-powered world,The Cupertino company may need another iPhone moment if it continues to fall behind in the AI race.,https://cointelegraph.com/news/beyond-i-phone-experts-grapple-artificial-intelligence-apple-future-ai,2024-01-29 17:51:00,Cointelegraph,0.127707,0.0
2024-01-29,Where Will AMD Stock Be in 3 Years?,Can this soaring tech company justify its premium valuation?,https://www.fool.com/investing/2024/01/29/where-will-amd-stock-be-in-three-years/,2024-01-29 17:45:00,Motley Fool,0.120594,0.0
2024-01-29,"Catching Up on the News at Macy's and ""Sports Illustrated",We also talk with an H&R Block executive about how the company is harnessing artificial intelligence and what he's seeing in the gig work economy.,https://www.fool.com/investing/2024/01/29/catching-up-on-the-news-at-macys-and-sports-illust/,2024-01-29 17:40:00,Motley Fool,0.141709,0.0
2024-01-29,Is Nvidia's AI Dominance Slipping? Inside the Billion-Dollar Battle for AI Chip Market - NVIDIA  ( NASDAQ:NVDA ) ,"Nvidia Corp NVDA, a key player and market leader in the AI chip industry, faces growing competition as major tech companies like Amazon.Com Inc AMZN, Alphabet Inc GOOG GOOGL Google, Meta Platforms Inc META, and Microsoft Corp MSFT develop their own AI chips.",https://www.benzinga.com/government/24/01/36829381/is-nvidias-ai-dominance-slipping-inside-the-billion-dollar-battle-for-ai-chip-market,2024-01-29 17:22:20,Benzinga,0.231971,0.0
2024-01-29,The Stay Puft Marshmallow Doctrine,"Yesterday, a drone thought to be launched by Iranian proxies killed three American soldiers in Jordan, on the Syrian border. All talk now is of escalation.",https://www.theatlantic.com/ideas/archive/2024/01/iran-deterrence-policy-problems/677283/,2024-01-29 17:05:00,The Atlantic,-0.292777,0.0
2024-01-29,"'We Stay The Course On Meta And Amazon': Analysts Preview Tech Earnings - Alphabet  ( NASDAQ:GOOGL ) , Amazon.com  ( NASDAQ:AMZN ) ","This week sees earnings reports from Amazon.com Inc AMZN, Alphabet Inc GOOGL, Meta Platforms Inc META, and Match Group MTCH, the owner of Tinder. After a year-end rally that pushed stock valuations higher, the upcoming results might need to be pretty impressive to stir a rather subdued market.",https://www.benzinga.com/analyst-ratings/analyst-color/24/01/36831197/we-stay-the-course-on-meta-and-amazon-analysts-preview-tech-earnings,2024-01-29 19:02:46,Benzinga,0.242801,0.0
2024-01-29,Former Microsoft CEO Steve Ballmer is passionate about having toilets in his $2 billion arena,Steve Ballmer obsessed with toilets in Clippers' new Intuit Dome arena - Business Insider ...,https://www.businessinsider.com/clippers-owner-steve-ballmer-obsessed-toilets-arena-intuit-dome-2024-1,2024-01-29 16:54:00,Business Insider,0.132409,0.0
2024-02-28,Apple's EV exit shows the challenges of the once red-hot market,Apple's EV departure shows just how challenging the market has become - Business Insider ...,https://www.businessinsider.com/apple-ev-car-exit-electric-vehicles-market-difficul-2024-2,2024-02-28 14:30:00,Business Insider,0.007243,0.0
2024-02-28,Council Post: Saving Telco From Itself: Overcoming The Top 5 Challenges In 2024,Saving Telco From Itself: Overcoming The Top 5 Challenges In 2024 Forbes ...,https://www.forbes.com/sites/forbestechcouncil/2024/02/28/saving-telco-from-itself-overcoming-the-top-5-challenges-in-2024/,2024-02-28 14:30:00,Forbes,0.27122,0.0
2024-02-28,Warby Parker Inc.  ( WRBY )  Q4 Earnings: Taking a Look at Key Metrics Versus Estimates,"While the top- and bottom-line numbers for Warby Parker Inc. (WRBY) give a sense of how the business performed in the quarter ended December 2023, it could be worth looking at how some of its key metrics compare to Wall Street estimates and year-ago values.",https://www.zacks.com/stock/news/2233150/warby-parker-inc-wrby-q4-earnings-taking-a-look-at-key-metrics-versus-estimates,2024-02-28 14:30:16,Zacks Commentary,0.240652,0.0
2024-02-28,Looking At Advanced Micro Devices's Recent Unusual Options Activity - Advanced Micro Devices  ( NASDAQ:AMD ) ,"Investors with a lot of money to spend have taken a bearish stance on Advanced Micro Devices AMD. We noticed this today when the trades showed up on publicly available options history that we track here at Benzinga. Whether these are institutions or just wealthy individuals, we don't know.",https://www.benzinga.com/insights/options/24/02/37365219/looking-at-advanced-micro-devicess-recent-unusual-options-activity,2024-02-28 14:45:51,Benzinga,0.172419,0.0
2024-02-28,This Chart is Worth Millions to Nancy Pelosi,"Nancy and Paul Pelosi have been in the news again. Not for Nancy's political prowess, but instead for Paul Pelosi's uncanny timing in buying and selling stocks.",https://moneymorning.com/2024/02/28/this-chart-is-worth-millions-to-nancy-pelosi/,2024-02-28 15:11:31,Money Morning,0.126699,0.0
2024-02-28,Martello Joins Forces with Yorktel to Bring Vantage DX to Microsoft Teams Managed Service - Canada NewsWire,Martello Joins Forces with Yorktel to Bring Vantage DX to Microsoft Teams Managed Service Canada ...,https://www.newswire.ca/news-releases/martello-joins-forces-with-yorktel-to-bring-vantage-dx-to-microsoft-teams-managed-service-802707368.html,2024-02-28 15:00:00,Canada Newswire,0.130239,0.0
2024-02-28,"Digital Turbine's New Report Highlights Brands With ""BIG"" Opportunities in Mobile Games - Digital Turbine  ( NASDAQ:APPS ) ","AUSTIN, Texas, Feb. 28, 2024 /PRNewswire/ -- Digital Turbine and Apptopia today announced the launch of the BRAG Index IV, pivoting the Index's scope to focus specifically on the ""Brands in Games"" ( B.I.G. ) opportunity. The B.I.G.",https://www.benzinga.com/pressreleases/24/02/n37365768/digital-turbines-new-report-highlights-brands-with-big-opportunities-in-mobile-games,2024-02-28 15:05:00,Benzinga,0.355537,0.0
2024-02-28,Bill Gates Receives the Prestigious KISS Humanitarian Award 2023 - Canada NewsWire,Bill Gates Receives the Prestigious KISS Humanitarian Award 2023 Canada ...,https://www.newswire.ca/news-releases/bill-gates-receives-the-prestigious-kiss-humanitarian-award-2023-826999083.html,2024-02-28 15:05:00,Canada Newswire,0.59986,0.0
2024-02-28,Why More Americans Are Investing In A Mid-Career Pause,"The idea of an adult sabbatical isn't new, and in Europe it's actually pretty common, with many people opting to take a ""gap year"" either between high school and college, or between graduating college and beginning corporate life.",https://www.forbes.com/sites/jameshudson/2024/02/28/why-more-americans-are-investing-in-a-mid-career-pause/,2024-02-28 14:30:00,Forbes,0.212368,0.0
2024-02-28,Council Post: Three Ways Your Organization Could Be Susceptible To Ransomware Attacks,Three Ways Your Organization Could Be Susceptible To Ransomware Attacks Forbes ...,https://www.forbes.com/sites/forbestechcouncil/2024/02/28/three-ways-your-organization-could-be-susceptible-to-ransomware-attacks/,2024-02-28 15:00:00,Forbes,-0.071183,0.0
2024-02-28,Is It Too Late to Buy SoundHound AI Stock Now?,"SoundHound AI stock is up over 260% in the last month, driven by news that Nvidia is an investor.",https://www.fool.com/investing/2024/02/28/is-it-too-late-to-buy-soundhound-ai-stock-now/,2024-02-28 14:23:00,Motley Fool,0.27363,0.0
2024-02-28,"Analysts: 8 Stocks Will Power The Run To Dow 40,000","S&P 500: 8 Stocks Will Power The Run To Dow 40,000 Investor's Business Daily ...",https://www.investors.com/etfs-and-funds/sectors/sp500-analysts-dow-40000-is-coming-real-soon-thanks-to-8-stocks/,2024-02-28 13:00:00,Investors Business Daily,0.178045,0.0
2024-02-28,"The Zacks Analyst Blog Highlights Zoom Video Communications, Coinbase Globaly, Cisco Systems, Alphabet and Microsoft","Zoom Video Communications, Coinbase Globaly, Cisco Systems, Alphabet and Microsoft are part of the Zacks top Analyst Blog.",https://www.zacks.com/stock/news/2233109/the-zacks-analyst-blog-highlights-zoom-video-communications-coinbase-globaly-cisco-systems-alphabet-and-microsoft,2024-02-28 14:12:00,Zacks Commentary,0.304623,0.0
2024-02-28,"The Zacks Analyst Blog Highlights DIA, XLF, IYY and UnitedHealth","DIA, XLF, IYY and UnitedHealth are part of the Zacks top Analyst Blog.",https://www.zacks.com/stock/news/2233113/the-zacks-analyst-blog-highlights-dia-xlf-iyy-and-unitedhealth,2024-02-28 14:11:00,Zacks Commentary,0.143761,0.0
2024-02-28,Former PlayStation Boss Shawn Layden Joins NFT Gaming Firm READYgg,"Exclusive: READYgg, an NFT infrastructure startup, has also raised $4 million alongside adding gaming veteran Shawn Layden as an advisor.",https://decrypt.co/219379/former-playstation-boss-shawn-layden-joins-readygg,2024-02-28 14:01:11,Decrypt.co,0.232971,0.0
2024-02-28,"Intel Sets Sights on Dominating AI PC Market with Ambitious 100M Target, Partners with Microsoft - Intel  ( NASDAQ:INTC ) ","Intel Corp INTC is setting ambitious goals to revolutionize the PC industry by integrating artificial intelligence into up to 100 million PCs by 2025. The tech giant plans to ship 40 million AI-enabled PCs this year and aims for 60 million the next, targeting over 20% of the global PC market in ...",https://www.benzinga.com/news/24/02/37363100/intel-sets-sights-on-dominating-ai-pc-market-with-ambitious-100m-target-partners-with-microsoft,2024-02-28 13:53:22,Benzinga,0.233229,0.0
2024-02-28,SONY Announces to Lay Off 8% of the PlayStation Workforce,SONY is shutting down PlayStation Studios' London Studio while its studios ??? Insomniac Games and Naughty Dog ??? in the United States are also affected by layoffs.,https://www.zacks.com/stock/news/2233049/sony-announces-to-lay-off-8-of-the-playstation-workforce,2024-02-28 13:45:00,Zacks Commentary,0.152945,0.0
2024-02-28,Will Apple ETFs Gain Momentum After Announcement of AI Project?,Apple (AAPL) has decided to cancel its ambitious project to build an electric car and invest those resources to artificial intelligence. Can this move boost struggling Apple shares?,https://www.zacks.com/stock/news/2233013/will-apple-etfs-gain-momentum-after-announcement-of-ai-project,2024-02-28 13:21:00,Zacks Commentary,0.251923,0.0
2024-02-28,Futures Fall Ahead Of GDP Data,Stock Market Today: Dow Jones Falls Ahead Of GDP Data. Cathie Wood Sells More Nvidia Stock Investor's Business Daily ...,https://www.investors.com/market-trend/stock-market-today/dow-jones-nasdaq-sp500-cathie-wood-nvidia-nvda-stock/,2024-02-28 13:21:00,Investors Business Daily,0.155999,0.0
2024-02-28,"Gates meets Odisha CM, discusses tech-driven farmer empowerment initiatives | India News","Gates meets Odisha CM, discusses tech-driven farmer empowerment initiatives Business Standard ...",https://www.business-standard.com/india-news/gates-meets-odisha-cm-discusses-tech-driven-farmer-empowerment-initiatives-124022800868_1.html,2024-02-28 13:16:39,Business Standard,0.297496,0.0
